feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
22.76,16.0,1,737.24,1,2,14.52,0
28.46,16.0,1,1092.312002002773,0,3,33.31,1
31.54,40.0,2,1406.86,1,7,21.46,1
25.19,27.0,2,1092.312002002773,0,4,4.74,1
30.06,12.0,0,1245.66,1,5,1.66,0
30.43,40.0,2,1105.02,1,1,4.91,0
31.84,39.0,1,1476.46,0,4,18.13,0
32.01,80.0,1,1211.89,0,9,7.54,0
38.72,49.436559691912706,1,1317.68,0,6,6.92,0
20.41,59.0,0,1092.312002002773,1,3,23.74,0
29.990843475581585,52.0,1,1093.23,0,9,7.36,0
28.05,61.0,0,947.31,1,2,42.06,0
29.61,9.0,0,1029.67,0,9,8.01,0
34.44,7.0,0,1248.3,1,3,1.61,1
23.08,66.0,1,892.55,0,8,12.25,0
23.99,25.0,1,1092.312002002773,1,8,23.14581921773945,0
32.05,47.0,1,1581.6,0,8,40.7,1
22.0,8.0,1,789.19,1,4,55.11,1
35.33,56.0,2,1535.39,1,1,35.43,0
27.76,36.0,0,595.24,0,1,25.03,1
29.990843475581585,56.0,2,850.15,1,3,60.44,0
27.96,99.0,0,1091.43,0,4,16.19,0
24.55,85.0,0,991.5,0,9,51.47,1
26.6,52.0,2,1133.6,1,5,23.14581921773945,1
27.22,91.0,1,407.54,0,3,3.56,0
34.36,50.0,1,977.31,1,4,17.21,0
26.68,7.0,2,1092.312002002773,0,3,9.11,0
42.27,7.0,1,1146.59,0,1,17.44,0
32.55,49.436559691912706,0,532.14,1,2,7.37,0
28.19,51.0,0,1304.84,0,3,53.79,1
24.03,93.0,0,1181.88,1,2,3.65,1
21.99,13.0,2,1301.83,0,2,14.06,1
32.28,91.0,1,866.07,0,8,22.41,1
27.83,28.0,0,754.17,1,6,41.44,0
27.99,77.0,1,1134.73,0,5,16.6,0
28.23,58.0,2,1204.99,1,2,15.23,1
26.92,51.0,2,890.95,0,5,14.23,1
29.990843475581585,39.0,2,1208.65,1,2,89.14,0
34.72,49.436559691912706,1,1092.312002002773,1,4,16.17,0
28.35,76.0,0,1468.45,1,1,22.71,1
26.92,47.0,1,471.26,0,2,12.04,0
28.23,82.0,0,1078.09,0,2,51.42,0
31.11,58.0,0,1405.02,0,4,3.7,0
30.43,73.0,1,1311.93,0,2,30.77,1
35.52,91.0,2,1692.87,1,4,7.52,0
28.07,92.0,2,1401.8,0,9,6.74,0
30.01,61.0,0,730.48,1,2,36.24,1
34.07,23.0,0,799.74,0,6,18.61,1
30.58,98.0,1,1066.65,0,1,19.1,0
30.02,32.0,1,1103.89,1,1,33.59,1
40.05,43.0,1,621.74,1,5,16.03,0
29.42,12.0,2,1066.13,0,3,59.87,0
32.36,5.0,1,1092.312002002773,0,4,23.14581921773945,0
29.990843475581585,15.0,0,1216.77,1,8,20.82,1
24.79,78.0,0,1024.38,0,6,42.66,1
33.13,62.0,1,1730.13,1,4,9.49,0
30.53,47.0,2,441.37,0,2,2.53,1
46.22,76.0,1,1092.312002002773,0,6,16.67,1
32.21,99.0,1,1119.9,1,2,5.56,0
38.65,46.0,2,795.17,1,2,19.28,0
27.52,49.436559691912706,0,944.46,0,3,33.27,0
22.51,46.0,2,847.59,1,6,9.33,1
34.2,8.0,2,710.25,1,5,69.52,0
37.94,32.0,0,1163.38,0,4,8.5,0
33.46,71.0,0,850.52,0,9,36.23,0
26.34,8.0,0,751.88,1,9,17.65,0
31.78,30.0,0,1545.44,0,1,34.97,0
26.53,39.0,2,1092.312002002773,1,9,20.93,0
23.77,90.0,0,1809.94,1,6,38.13,1
26.55,6.0,2,1160.21,1,3,12.9,1
35.3,69.0,0,875.29,0,5,44.58,1
36.39,43.0,0,859.5,1,3,22.08,1
21.11,49.436559691912706,0,1367.36,0,8,13.61,0
34.22,96.0,0,1088.75,0,7,0.12,0
39.51,80.0,0,1005.06,1,8,16.97,0
43.96,34.0,1,461.95,1,2,15.23,1
31.21,29.0,1,1253.69,1,8,32.02,0
30.19,63.0,2,751.98,1,4,1.42,1
32.03,22.0,2,1164.02,1,3,20.97,1
25.2,21.0,1,969.74,0,1,3.38,1
29.52,53.0,2,791.95,1,7,23.14581921773945,0
30.65,59.0,0,1040.15,0,2,4.21,0
25.3,12.0,0,918.64,0,7,23.14581921773945,0
38.19,71.0,2,1059.42,0,5,29.87,1
26.7,18.0,0,1331.4,1,3,3.12,1
24.68,97.0,1,989.85,0,3,70.06,1
30.3,49.436559691912706,0,979.48,1,4,1.13,0
23.92,6.0,0,1317.69,0,3,78.3,0
28.66,58.0,1,1066.03,1,8,53.18,1
38.39,49.436559691912706,0,846.33,0,8,1.07,1
28.6,73.0,2,972.68,1,8,7.04,0
31.01,51.0,0,16537.0,0,8,5.42,1
39.9,8.0,1,1092.312002002773,0,1,8.14,0
36.61,45.0,2,693.43,1,4,15.78,0
30.42,94.0,0,1282.81,0,4,42.9,0
33.39,54.0,2,1410.75,1,5,38.61,0
24.33,79.0,2,869.59,1,3,44.44,1
26.45,49.436559691912706,0,1212.2,0,6,36.44,1
27.03,79.0,0,735.39,1,8,42.92,1
30.73,6.0,2,972.57,0,2,19.07,0
24.98,24.0,0,659.92,0,9,21.47,0
32.63,12.0,1,722.91,1,7,6.17,0
24.57,95.0,0,852.84,0,4,16.35,1
31.53,78.0,2,547.84,1,4,81.09,0
22.22,49.436559691912706,2,734.53,0,4,7.19,0
34.1,20.0,0,1230.9,0,7,32.3,0
41.96,38.0,2,1223.13,1,3,1.35,1
29.93,82.0,2,1151.74,0,4,2.62,0
29.8,64.0,1,654.03,1,2,23.14581921773945,1
28.08,41.0,2,1092.312002002773,1,2,2.25,0
31.48,48.0,0,850.28,1,5,6.91,0
33.53,50.0,1,886.44,1,5,14.2,1
38.52,50.0,2,1039.67,0,8,6.68,0
35.41,7.0,1,780.03,1,2,3.19,0
26.62,94.0,1,799.71,0,5,20.88,0
31.64,26.0,0,1273.14,1,8,3.25,0
29.28,26.0,0,742.46,1,9,16.44,0
34.48,30.0,2,1322.15,0,2,9.08,1
22.5,2.0,1,1395.06,0,6,2.27,0
38.79,49.436559691912706,1,811.45,0,4,7.33,1
30.49,33.0,0,685.54,1,7,2.58,0
24.87,84.0,1,1233.29,0,1,6.48,0
29.72,77.0,2,1092.312002002773,1,1,18.88,1
28.34,85.0,1,832.41,1,5,13.31,0
23.85,31.0,1,920.3,0,6,27.57,0
21.6,8.0,0,614.39,1,7,3.65,1
25.02,35.0,2,1057.21,0,6,37.13,0
31.33,27.0,1,1224.7,0,3,31.73,1
29.990843475581585,99.0,1,669.09,0,6,1.89,0
24.3,28.0,2,1198.85,0,4,11.63,0
26.99,70.0,2,650.18,1,2,1.0,1
29.990843475581585,35.0,2,1092.312002002773,0,4,22.29,0
30.6,58.0,1,1236.17,1,6,17.48,0
31.93,70.0,0,661.27,1,9,27.11,0
28.74,25.0,1,1233.84,0,6,10.41,1
33.47,29.0,1,644.9,0,5,23.28,0
27.0,66.0,0,806.69,0,6,3.71,0
29.990843475581585,94.0,2,884.91,1,5,11.87,1
33.28,86.0,1,1012.27,0,9,0.62,1
22.76,67.0,0,996.05,1,2,15.07,1
32.4,21.0,1,1354.07,0,5,7.68,0
23.26,43.0,1,1013.34,1,3,21.53,0
31.39,5.0,0,1092.312002002773,1,1,36.42,1
25.0,41.0,1,557.87,1,2,9.15,0
23.89,99.0,2,1124.97,1,7,39.97,0
28.78,13.0,1,773.66,1,8,19.9,1
21.06,83.0,0,1092.312002002773,0,9,26.82,0
30.3,18.0,2,534.9,1,9,18.99,1
32.15,85.0,1,490.49,0,8,27.82,0
29.94,69.0,0,1113.01,1,6,5.98,0
29.990843475581585,77.0,1,1097.8,1,2,16.83,0
35.11,74.0,0,1059.79,0,8,25.61,1
36.15,61.0,1,526.32,1,9,9.36,0
24.92,2.0,2,1050.26,0,6,25.66,0
28.69,4.0,1,481.82,0,1,7.51,1
29.990843475581585,72.0,2,1164.67,0,8,26.97,1
22.25,59.0,1,959.42,0,6,17.27,0
31.61,11.0,1,1310.89,1,4,23.14581921773945,0
25.75,46.0,1,1217.41,0,9,0.44,0
26.37,75.0,1,963.7,1,5,13.41,1
27.8,70.0,1,1043.53,0,1,23.14581921773945,0
32.22,49.436559691912706,2,786.05,0,2,18.98,1
27.12,48.0,0,912.48,1,8,26.0,1
27.08,71.0,2,410.54,0,8,25.41,0
16.52,32.0,1,1092.312002002773,0,6,34.75,1
38.84,38.0,1,682.97,1,7,1.18,0
29.35,62.0,2,827.32,0,8,27.64,1
30.94,85.0,0,731.79,1,6,21.24,1
31.32,49.436559691912706,1,1118.49,1,6,1.51,0
27.28,99.0,1,1160.96,1,2,30.57,0
23.96,49.436559691912706,0,981.51,1,6,5.5,1
28.13,97.0,2,1092.312002002773,0,9,35.36,0
38.92,11.0,0,1092.312002002773,1,4,2.17,1
35.17,49.436559691912706,1,259.03,0,2,10.84,0
40.85,21.0,1,1654.87,1,5,0.45,1
30.37,73.0,0,1647.2,0,5,2.68,1
34.26,71.0,0,1058.55,0,5,0.16,0
28.81,80.0,2,1089.41,0,4,9.28,0
21.78,85.0,0,622.13,1,8,8.82,0
28.81,63.0,1,1084.11,1,6,3.54,0
29.990843475581585,27.0,1,1044.0,0,6,18.05,0
23.07,20.0,0,974.92,0,5,48.8,0
23.62,51.0,2,1092.312002002773,1,6,47.24,0
35.69,9.0,2,837.67,1,2,14.9,0
32.18,54.0,2,522.67,0,3,23.14581921773945,0
35.2,99.0,1,529.39,1,2,21.44,1
25.42,49.436559691912706,1,1366.06,1,4,11.38,1
39.28,80.0,1,1011.84,1,4,1.75,0
31.39,83.0,0,1268.28,1,4,50.33,0
27.72,54.0,0,638.11,1,7,10.95,0
28.0,81.0,1,1066.84,0,6,37.75,0
25.83,10.0,1,1370.55,1,7,6.73,0
32.43,58.0,0,803.68,1,8,2.0,0
22.53,49.0,2,658.63,0,2,45.51,0
36.84,83.0,0,609.92,1,2,7.01,1
40.58,37.0,0,816.6,0,2,54.67,0
22.23,49.436559691912706,2,1385.05,1,8,0.63,1
27.55,57.0,2,936.07,1,4,101.93,0
23.48,76.0,1,1092.312002002773,1,3,27.87,0
27.49,18.0,1,967.41,0,3,69.58,1
33.44,7.0,0,1380.61,0,5,1.44,1
31.81,66.0,1,1503.39,0,3,22.49,1
23.32,12.0,1,731.51,1,4,12.83,0
27.96,61.0,1,1114.97,0,8,23.14581921773945,1
34.97,11.0,1,443.06,1,3,21.48,0
23.25,36.0,1,1092.312002002773,0,1,4.17,1
31.16,67.0,2,818.53,0,7,1.2,0
29.38,63.0,0,718.83,0,7,7.8,1
31.85,98.0,2,774.77,1,3,12.61,1
26.12,4.0,1,1166.72,0,5,47.74,1
36.55,63.0,1,651.13,0,7,1.62,1
28.72,61.0,0,1249.44,1,8,77.16,0
27.32,76.0,2,1101.15,1,5,16.91,0
25.2,22.0,2,717.6,0,6,3.48,0
33.82,26.0,0,722.09,0,4,1.78,0
29.990843475581585,22.0,2,936.28,0,8,44.34,0
29.88,34.0,2,1378.01,0,2,7.05,0
43.07,84.0,1,738.66,0,3,2.26,1
29.17,25.0,2,591.62,1,5,2.37,1
36.87,60.0,0,683.3,1,3,25.29,0
24.01,34.0,1,1264.33,1,6,24.73,0
29.83,41.0,2,1348.15,1,5,1.38,0
26.97,46.0,2,945.84,0,3,17.33,1
29.990843475581585,19.0,1,1171.29,0,5,44.7,1
27.65,78.0,0,866.57,0,2,54.01,1
33.17,21.0,1,586.78,1,2,0.58,1
33.22,96.0,2,724.39,0,7,5.45,0
34.38,10.0,1,968.79,1,1,11.53,0
28.53,34.0,2,595.32,1,7,53.46,0
31.46,49.436559691912706,1,1254.97,1,9,0.7,0
32.19,70.0,1,1065.81,0,8,8.9,0
28.36,95.0,2,1317.49,1,3,14.4,0
28.72,49.436559691912706,0,670.46,0,8,16.15,1
21.36,96.0,1,1021.59,1,5,11.21,1
31.9,56.0,1,568.69,0,3,5.3,0
36.38,11.0,2,1080.83,0,5,10.96,0
29.47,12.0,1,1263.12,0,4,29.78,0
34.2,81.0,2,616.07,0,6,32.46,0
41.52,47.0,1,860.99,1,9,16.3,0
33.44,80.0,2,871.71,0,2,13.82,1
36.56,49.436559691912706,0,1131.05,1,3,5.36,1
19.76,18.0,2,1293.56,1,7,4.93,1
29.97,13.0,1,1039.75,0,3,9.94,1
33.53,44.0,1,906.37,0,3,7.08,1
28.45,34.0,2,1092.312002002773,0,8,21.64,1
30.56,60.0,1,1091.12,1,1,21.97,0
28.86,62.0,0,1108.33,0,5,13.49,0
28.49,73.0,2,1218.95,1,4,18.06,0
27.77,21.0,1,436.35,1,5,5.95,0
29.990843475581585,93.0,0,1185.13,1,9,76.18,1
32.37,28.0,2,1177.01,0,7,17.41,0
36.25,1.0,2,1060.26,1,8,36.37,0
30.62,26.0,0,684.41,0,5,7.23,0
37.18,55.0,0,1432.1,1,5,19.26,0
33.94,39.0,0,1011.89,1,4,12.66,0
33.68,95.0,1,1070.38,1,4,14.32,1
39.27,10.0,0,884.94,0,1,0.67,0
29.990843475581585,11.0,0,1549.94,1,2,0.47,0
20.43,89.0,0,956.21,0,3,2.46,1
29.03,14.0,2,1017.94,0,5,23.14581921773945,0
26.43,32.0,0,1092.312002002773,1,2,7.23,0
23.59,90.0,2,1121.32,0,2,25.24,0
30.21,1.0,0,1229.06,0,2,0.85,0
29.990843475581585,85.0,2,935.79,0,9,0.58,1
27.87,79.0,1,1156.52,0,1,10.61,0
27.74,9.0,0,552.16,1,7,65.04,0
35.22,29.0,1,688.72,0,7,30.17,1
24.48,49.0,2,1092.312002002773,1,3,3.24,0
27.72,94.0,2,1357.96,0,3,29.36,0
29.69,79.0,1,1307.92,0,7,6.44,0
31.22,6.0,2,978.3,1,5,23.14581921773945,0
34.39,4.0,0,800.19,0,8,23.86,0
25.91,14.0,2,898.39,1,6,23.42,1
31.98,15.0,2,1062.23,1,1,29.85,0
25.17,20.0,0,979.29,1,1,2.5,0
26.27,89.0,2,1162.6,1,6,45.77,0
28.24,45.0,1,1635.34,0,7,1.89,1
32.35,55.0,0,1192.45,0,2,0.3,0
20.16,35.0,0,840.35,0,2,52.4,0
29.990843475581585,32.0,1,565.49,1,6,13.17,1
23.38,37.0,1,1322.03,1,2,28.57,0
30.91,35.0,1,1301.89,0,5,8.55,1
32.76,87.0,2,1119.13,0,2,11.91,0
26.18,3.0,1,1178.91,1,5,7.5,1
34.58,48.0,2,653.03,0,6,0.72,1
29.990843475581585,25.0,2,742.69,1,8,1.06,1
30.87,95.0,1,1092.312002002773,1,3,2.78,0
28.56,28.0,1,1228.4,1,4,42.43,0
36.07,27.0,2,673.28,0,9,65.62,0
26.2,27.0,1,927.51,0,8,10.77,0
26.92,86.0,2,1352.92,0,8,9.98,0
33.6,2.0,1,676.12,0,7,16.73,0
29.72,98.0,1,1053.68,0,9,19.21,1
34.04,22.0,1,1362.74,0,3,24.75,0
27.32,15.0,1,1099.95,0,7,17.89,0
31.89,2.0,2,541.0,0,5,39.45,1
26.96,59.0,1,1099.41,1,5,22.53,0
32.01,75.0,2,1112.35,0,9,13.06,1
33.0,4.0,0,1131.19,1,6,77.09,0
36.61,48.0,0,946.11,1,4,19.57,0
38.82,78.0,2,1246.53,1,3,21.26,0
29.54,96.0,1,959.58,1,7,23.39,1
30.97,83.0,1,1239.94,1,3,0.47,0
29.990843475581585,26.0,1,1236.35,1,9,23.84,1
24.59,28.0,1,1006.38,0,8,2.33,0
26.51,49.0,2,650.89,1,6,39.14,0
32.72,37.0,0,285.91,1,1,6.26,1
26.21,41.0,2,734.47,0,3,8.79,1
25.98,22.0,0,1100.88,1,6,9.49,0
31.1,92.0,2,265.34,0,8,0.19,0
29.79,79.0,0,938.7,1,4,18.49,1
33.31,1.0,0,697.94,0,2,8.33,1
39.0,52.0,1,1293.08,1,4,0.52,0
33.23,16.0,2,749.28,0,2,202.65,0
28.78,94.0,0,474.84,1,3,5.16,1
23.95,22.0,1,1093.39,0,5,15.49,0
29.03,10.0,0,204.43,0,5,11.25,1
32.74,25.0,1,956.98,1,3,16.37,1
32.12,95.0,2,1122.39,1,9,34.57,0
24.96,4.0,0,1097.77,0,8,15.11,1
29.990843475581585,13.0,0,678.46,1,1,7.46,1
37.84,62.0,2,1017.03,1,3,48.91,0
32.42,0.0,2,967.04,1,4,50.75,0
27.36,70.0,2,673.56,1,5,4.08,0
37.73,99.0,2,997.56,0,6,4.92,0
18.07,68.0,0,978.41,0,7,9.45,0
33.87,30.0,2,922.69,1,3,67.35000000000001,0
39.21,36.0,1,1377.87,0,8,15.01,0
29.990843475581585,49.436559691912706,2,1296.25,0,3,10.45,0
34.72,31.0,2,1405.53,0,5,18.71,1
28.92,90.0,1,5717.3,0,1,20.26,0
28.36,77.0,1,417.35,1,5,24.81,1
25.41,82.0,1,798.78,0,9,6.44,0
31.55,85.0,0,797.72,0,9,25.81,0
35.23,11.0,2,1057.41,1,2,8.34,1
29.66,34.0,0,1139.02,1,5,51.05,0
39.06,66.0,1,1092.312002002773,0,6,14.44,0
31.73,36.0,0,1151.56,1,2,0.15,0
29.990843475581585,77.0,0,850.12,0,4,14.96,0
21.89,71.0,0,1525.13,0,4,14.92,0
33.08,44.0,0,1092.312002002773,0,1,29.26,1
27.73,11.0,0,1279.41,0,4,4.03,0
21.73,1.0,0,1363.77,1,6,21.78,0
33.32,34.0,1,299.1,1,7,5.32,0
26.67,53.0,1,1145.45,0,2,16.51,0
30.32,70.0,2,1300.57,1,2,39.81,0
24.39,97.0,0,1503.96,1,8,18.77,1
39.03,72.0,0,828.0,1,1,3.17,0
30.03,65.0,2,953.53,1,9,92.36,1
25.05,2.0,0,836.13,1,8,38.08,0
30.53,20.0,2,787.95,0,3,31.59,0
24.01,54.0,2,1051.75,1,7,24.85,0
34.05,31.0,2,1227.24,1,1,11.08,1
20.06,47.0,1,1092.312002002773,1,5,45.29,0
31.54,30.0,1,1158.71,0,1,8.71,0
26.08,25.0,1,717.65,1,4,10.95,1
33.11,59.0,0,973.36,1,3,7.11,0
33.72,52.0,2,1092.312002002773,1,7,9.15,0
32.72,49.436559691912706,2,755.46,1,2,0.27,0
29.990843475581585,84.0,1,939.45,1,6,13.08,0
24.11,80.0,0,1238.76,1,6,44.85,1
43.01,97.0,1,721.85,1,4,41.54,1
31.69,40.0,0,444.85,0,3,18.69,0
29.67,31.0,1,543.13,0,6,27.68,1
26.78,37.0,1,708.53,1,1,42.52,0
26.38,46.0,1,1279.6,1,6,9.72,0
30.67,45.0,0,545.86,0,2,11.33,0
29.81,85.0,0,785.68,1,8,2.02,0
38.72,45.0,0,1061.89,0,5,7.31,1
22.45,88.0,0,939.12,1,7,3.92,1
40.64,92.0,1,537.68,1,2,5.09,0
29.75,95.0,0,1166.81,1,8,29.98,0
35.37,69.0,2,1809.95,1,4,2.16,0
24.66,81.0,0,866.77,1,9,13.57,1
23.13,96.0,1,1092.312002002773,1,3,21.83,1
23.73,97.0,1,1378.5,0,1,44.28,1
31.14,81.0,1,729.94,0,3,84.97,1
30.0,31.0,0,1656.83,1,6,29.44,0
22.97,49.436559691912706,2,1006.35,0,7,23.14581921773945,0
29.66,69.0,2,1083.96,1,3,0.67,0
35.81,66.0,0,1411.79,1,3,22.7,1
28.06,22.0,1,1092.312002002773,1,4,6.39,0
36.79,89.0,1,723.37,1,1,17.48,0
31.71,21.0,2,1277.73,0,8,35.59,1
31.54,71.0,2,854.59,0,1,6.7,1
29.990843475581585,0.0,1,1263.33,0,3,20.07,0
32.03,52.0,0,1538.12,0,7,9.83,1
34.23,74.0,1,1044.98,1,2,10.93,0
40.39,54.0,0,907.59,1,1,16.62,1
33.39,17.0,0,853.2,1,7,8.84,0
31.45,66.0,1,975.51,1,7,10.81,0
27.69,74.0,0,882.4,1,1,16.94,0
25.21,74.0,0,1092.312002002773,0,1,1.7,0
29.43,64.0,2,973.95,0,3,2.15,1
31.21,49.0,0,903.76,1,1,104.7,0
31.76,19.0,0,780.16,0,6,24.73,0
29.990843475581585,57.0,1,1014.02,0,6,0.9,0
36.14,71.0,0,993.05,0,2,1.73,0
28.14,2.0,0,1669.99,1,5,17.11,0
18.85,3.0,1,1401.78,1,5,91.6,1
28.33,84.0,1,921.15,1,4,9.64,1
31.32,33.0,0,1181.29,0,5,2.26,1
36.52,92.0,1,1172.51,0,7,3.77,0
29.8,0.0,0,698.12,0,2,20.15,0
32.78,82.0,1,886.08,1,4,6.16,0
32.29,31.0,1,1228.59,0,1,33.32,0
30.73,98.0,0,1559.52,0,8,2.78,0
19.57,5.0,0,11685.2,1,8,32.96,0
29.990843475581585,0.0,2,507.14,1,1,16.44,1
31.97,7.0,1,676.7,0,9,22.05,1
37.0,15.0,0,1303.15,1,1,60.34,1
32.47,20.0,1,614.63,1,7,9.08,0
34.21,87.0,2,1445.21,1,2,30.47,0
28.96,36.0,0,923.28,1,8,18.14,0
29.990843475581585,13.0,1,347.5,1,7,0.39,0
32.86,43.0,0,1065.99,0,9,22.17,0
34.25,22.0,1,1632.88,0,5,31.83,0
27.97,88.0,2,956.41,0,3,36.67,1
33.56,3.0,0,658.06,1,9,10.59,0
31.0,6.0,2,1090.08,0,5,11.27,0
39.02,34.0,0,714.29,0,7,3.0,0
25.82,38.0,2,1142.0,1,3,15.7,0
24.1,96.0,2,806.31,1,1,41.94,1
26.91,87.0,0,905.09,1,4,34.47,0
32.81,32.0,0,1275.21,0,5,19.75,1
26.56,30.0,1,401.01,1,5,23.14581921773945,1
25.6,84.0,2,1515.35,1,2,5.48,1
28.87,3.0,2,499.69,1,3,5.7,0
29.990843475581585,73.0,2,1419.73,0,6,23.14581921773945,0
25.94,10.0,0,789.8,0,1,0.48,1
36.79,17.0,0,682.59,0,8,9.96,1
35.11,24.0,1,1402.5,1,8,4.23,0
31.67,22.0,2,446.23,1,1,2.12,0
29.990843475581585,0.0,2,359.1,0,2,23.31,1
30.51,58.0,1,1615.4,1,3,31.07,0
32.03,69.0,1,958.52,1,5,12.49,0
38.57,56.0,2,1165.49,1,6,2.47,0
23.56,96.0,1,1202.5,0,9,24.78,1
34.53,30.0,2,658.55,1,6,18.33,1
25.54,1.0,2,753.87,0,8,10.14,1
27.18,93.0,1,1092.312002002773,0,6,19.44,0
29.990843475581585,58.0,1,1143.66,1,3,2.41,0
33.12,35.0,0,1092.312002002773,1,6,9.2,0
27.5,45.0,1,9500.3,1,5,38.07,0
28.6,30.0,1,959.37,0,7,8.03,0
27.88,42.0,0,1209.33,1,8,4.58,0
26.15,81.0,2,1169.19,1,2,50.48,1
23.14,94.0,0,1155.25,1,6,25.47,0
25.3,25.0,1,1157.69,0,6,18.11,1
34.67,97.0,1,1543.31,0,9,609.15,1
34.58,77.0,1,1397.38,0,9,0.84,0
43.18,20.0,1,1109.11,1,2,25.23,0
20.57,36.0,0,1421.49,1,6,12.35,0
31.28,86.0,0,905.24,1,4,5.62,0
33.02,36.0,2,708.26,1,3,13.73,1
23.69,84.0,2,872.71,0,3,51.85,0
26.51,74.0,1,1030.49,1,5,1.48,1
30.57,57.0,0,1272.12,1,7,42.17,0
34.96,14.0,1,934.21,0,3,18.6,0
26.2,29.0,2,919.41,1,5,56.2,0
36.35,18.0,2,1006.84,1,8,60.74,0
41.97,53.0,2,1143.67,1,1,23.14581921773945,1
20.63,55.0,2,1161.07,0,5,15.84,1
28.99,49.436559691912706,0,963.08,1,7,23.14581921773945,0
37.89,96.0,2,842.63,1,5,16.28,0
30.56,49.0,0,664.86,1,8,8.13,0
18.61,86.0,0,1146.47,1,6,9.36,0
32.62,58.0,1,1126.47,0,3,15.6,0
24.4,29.0,1,1467.39,0,1,4.7,0
23.35,15.0,2,1092.312002002773,0,9,25.53,1
31.69,79.0,2,1312.51,0,5,3.37,1
35.33,56.0,1,1152.95,0,4,20.24,0
26.59,73.0,1,1018.38,0,2,7.65,1
29.74,25.0,1,1302.83,0,3,32.65,0
24.28,6.0,1,959.8,0,1,3.06,1
29.35,58.0,2,891.86,1,8,30.07,0
29.19,86.0,0,1092.312002002773,0,7,5.88,1
33.6,88.0,1,1542.17,1,4,63.76,1
33.5,86.0,0,729.17,1,8,23.12,0
25.44,3.0,0,789.42,0,3,10.58,0
28.32,84.0,1,771.1,0,1,2.12,0
38.06,6.0,1,1381.91,1,8,51.05,1
28.89,94.0,2,1239.34,1,6,12.02,0
35.29,64.0,0,1177.65,0,1,1.66,1
29.73,94.0,1,1227.43,1,7,10.59,0
32.9,89.0,2,790.52,0,2,16.92,0
27.33,91.0,1,487.94,1,2,24.73,0
29.56,18.0,2,1394.11,0,4,11.54,1
28.42,41.0,0,596.91,1,7,8.91,1
27.6,38.0,0,995.81,1,5,16.97,0
27.52,75.0,0,1153.54,1,2,48.86,1
36.43,20.0,0,775.42,0,4,20.48,0
32.57,96.0,1,633.98,0,8,6.35,1
25.52,65.0,2,1200.9,1,3,0.28,1
30.83,3.0,1,995.28,1,3,3.78,0
29.990843475581585,18.0,0,690.37,1,5,15.16,0
28.45,57.0,0,278.96,0,9,16.17,0
23.35,8.0,1,975.86,1,2,1.78,1
26.16,77.0,2,972.8,1,9,94.9,0
27.17,37.0,0,908.02,0,8,23.14581921773945,1
26.55,0.0,1,1071.08,1,3,14.49,0
33.0,86.0,1,347.89,1,9,44.75,0
25.05,84.0,2,648.1,0,3,38.61,1
21.82,40.0,2,1268.4,1,3,1.48,1
36.42,81.0,1,1043.08,0,1,26.56,0
40.69,14.0,2,913.57,1,6,15.88,0
19.99,6.0,0,13945.0,0,9,15.0,1
30.95,23.0,1,947.57,0,6,8.46,1
29.91,82.0,1,1456.25,1,2,14.71,1
39.59,48.0,0,595.21,1,7,16.91,0
29.02,39.0,1,408.57,0,8,41.67,0
39.16,32.0,0,1486.69,1,2,22.42,0
23.63,83.0,0,991.96,0,6,8.06,0
26.66,21.0,1,1276.17,0,9,13.78,0
25.88,87.0,1,1268.89,0,5,3.44,1
29.92,40.0,1,845.61,1,6,24.3,0
30.68,53.0,0,765.18,1,8,0.25,0
21.06,17.0,1,817.65,1,4,23.14581921773945,0
28.84,75.0,2,1166.47,1,3,1.51,1
26.43,14.0,1,1660.68,1,1,23.14581921773945,0
33.3,30.0,1,1274.44,0,6,43.39,0
29.2,65.0,0,1232.75,0,7,37.25,1
31.97,91.0,0,1092.312002002773,1,2,13.96,0
29.990843475581585,60.0,0,1501.33,0,7,39.11,0
30.51,84.0,2,818.66,1,8,46.35,1
38.6,78.0,1,1413.97,0,2,22.18,1
29.990843475581585,11.0,0,769.38,0,6,54.41,1
29.97,65.0,2,979.73,0,6,8.05,0
22.39,38.0,2,1092.312002002773,0,4,7.51,0
35.49,39.0,2,285.95,1,1,30.96,0
25.17,16.0,0,974.09,0,6,1.53,0
34.99,63.0,0,927.37,1,5,44.95,0
31.45,32.0,0,952.52,1,1,29.26,0
29.47,94.0,2,1119.74,1,7,3.76,0
28.7,75.0,1,1106.2,1,7,8.73,1
35.84,61.0,0,1040.78,0,4,9.71,0
36.94,3.0,0,5.82,0,8,32.63,0
25.57,71.0,2,1167.88,1,4,41.13,0
33.88,70.0,0,473.11,0,1,1.84,0
38.02,1.0,2,1093.03,0,1,5.87,0
23.67,55.0,1,1058.75,1,1,14.28,0
35.05,63.0,0,745.75,0,2,7.56,0
32.19,0.0,1,1177.92,1,3,6.6,0
34.74,18.0,1,1358.92,1,9,74.74,0
21.02,4.0,1,1181.75,0,4,9.9,0
33.78,36.0,1,1529.27,0,3,23.14581921773945,0
26.52,34.0,1,1038.5,1,5,11.51,1
29.21,56.0,1,654.68,0,4,23.11,0
25.08,49.436559691912706,2,627.27,0,8,23.14581921773945,0
28.14,82.0,2,1255.53,1,2,15.26,1
20.74,30.0,2,817.87,0,5,22.56,0
